zip;city;state;county;lat;lng;population
35405;Tuscaloosa;AL;Tuscaloosa;33.12087;-87.55082;49420
35601;Decatur;AL;Morgan;34.60616;-87.00795;35449
35603;Decatur;AL;Morgan;34.53712;-86.96717;32179
35611;Athens;AL;Limestone;34.76554;-87.08418;29969
35613;Athens;AL;Limestone;34.82336;-86.88001;25523
35630;Florence;AL;Lauderdale;34.82526;-87.66018;34028
35640;Hartselle;AL;Morgan;34.4414;-86.94315;27344
35749;Harvest;AL;Madison;34.82314;-86.75662;30710
35758;Madison;AL;Madison;34.71417;-86.74707;50266
35803;Huntsville;AL;Madison;34.56476;-86.52185;29197
35806;Huntsville;AL;Madison;34.76615;-86.68324;29161
35810;Huntsville;AL;Madison;34.80183;-86.60264;32843
35811;Huntsville;AL;Madison;34.79925;-86.50386;31008
36067;Prattville;AL;Autauga;32.51134;-86.57084;28293
36116;Montgomery;AL;Montgomery;32.27312;-86.21765;45250
36117;Montgomery;AL;Montgomery;32.37831;-86.14627;53172
36301;Dothan;AL;Houston;31.14387;-85.40321;39452
36303;Dothan;AL;Houston;31.26389;-85.39213;30173
36330;Enterprise;AL;Coffee;31.30743;-85.85854;39557
36526;Daphne;AL;Baldwin;30.61187;-87.86151;36484
36532;Fairhope;AL;Baldwin;30.48197;-87.86207;38108
36535;Foley;AL;Baldwin;30.38562;-87.72514;40628
36605;Mobile;AL;Mobile;30.60649;-88.09064;25104
36608;Mobile;AL;Mobile;30.68115;-88.29593;38890
36695;Mobile;AL;Mobile;30.6309;-88.27775;52690
36801;Opelika;AL;Lee;32.701;-85.39243;25438
36830;Auburn;AL;Lee;32.5339;-85.49449;49292
36832;Auburn;AL;Lee;32.59447;-85.58163;30959
37013;Antioch;TN;Davidson;36.04658;-86.63445;105212
37027;Brentwood;TN;Williamson;35.99978;-86.78439;61630
37040;Clarksville;TN;Montgomery;36.52408;-87.33287;64977
37042;Clarksville;TN;Montgomery;36.56894;-87.41225;87652
37043;Clarksville;TN;Montgomery;36.49842;-87.23197;58742
37055;Dickson;TN;Dickson;36.07921;-87.44238;29035
37064;Franklin;TN;Williamson;35.88966;-86.96112;67513
37066;Gallatin;TN;Sumner;36.39871;-86.45594;64650
37067;Franklin;TN;Williamson;35.91314;-86.77461;31556
37072;Goodlettsville;TN;Davidson;36.35686;-86.74494;32208
37075;Hendersonville;TN;Sumner;36.34085;-86.60845;73522
37076;Hermitage;TN;Davidson;36.14512;-86.57977;39017
37086;La Vergne;TN;Rutherford;36.02177;-86.55971;38872
37087;Lebanon;TN;Wilson;36.2733;-86.27224;56655
37110;Mcminnville;TN;Warren;35.6436;-85.74314;34296
37115;Madison;TN;Davidson;36.25444;-86.69636;40615
37122;Mount Juliet;TN;Wilson;36.17791;-86.48872;68492
37128;Murfreesboro;TN;Rutherford;35.80343;-86.47483;79268
37129;Murfreesboro;TN;Rutherford;35.92556;-86.44098;63652
37130;Murfreesboro;TN;Rutherford;35.8809;-86.33003;58064
37148;Portland;TN;Sumner;36.57694;-86.50224;26274
37160;Shelbyville;TN;Bedford;35.46562;-86.48268;38148
37167;Smyrna;TN;Rutherford;35.96325;-86.52922;66504
37172;Springfield;TN;Robertson;36.53661;-86.86005;31263
37174;Spring Hill;TN;Maury;35.72197;-86.8995;53900
37206;Nashville;TN;Davidson;36.18085;-86.73117;28545
37207;Nashville;TN;Davidson;36.23278;-86.77765;41366
37209;Nashville;TN;Davidson;36.15591;-86.91638;37817
37211;Nashville;TN;Davidson;36.06704;-86.72345;76573
37214;Nashville;TN;Davidson;36.16789;-86.66296;29805
37217;Nashville;TN;Davidson;36.10836;-86.66178;31869
37221;Nashville;TN;Davidson;36.05991;-86.97189;41935
37303;Athens;TN;McMinn;35.4403;-84.64051;25688
37311;Cleveland;TN;Bradley;35.10054;-84.92298;30720
37312;Cleveland;TN;Bradley;35.2286;-84.87344;36669
37323;Cleveland;TN;Bradley;35.09627;-84.81984;31948
37343;Hixson;TN;Hamilton;35.16904;-85.20899;45101
37355;Manchester;TN;Coffee;35.50843;-86.07866;29805
37363;Ooltewah;TN;Hamilton;35.11551;-85.0549;42093
37849;Powell;TN;Knox;36.0578;-84.04476;29375
37865;Seymour;TN;Sevier;35.84609;-83.73974;25074
37876;Sevierville;TN;Sevier;35.8645;-83.47876;33561
37918;Knoxville;TN;Knox;36.0599;-83.91082;45971
37919;Knoxville;TN;Knox;35.91429;-84.00106;31754
37920;Knoxville;TN;Knox;35.91084;-83.85909;44995
37921;Knoxville;TN;Knox;35.97877;-84.00028;28717
37922;Knoxville;TN;Knox;35.86124;-84.10127;40394
37923;Knoxville;TN;Knox;35.92697;-84.08076;30131
37931;Knoxville;TN;Knox;35.97611;-84.12496;31842
37932;Knoxville;TN;Knox;35.92273;-84.19562;25424
37934;Farragut;TN;Knox;35.87338;-84.17882;28272
38002;Arlington;TN;Shelby;35.28854;-89.70926;43882
37379;Soddy Daisy;TN;Hamilton;35.29407;-85.17429;29430
37388;Tullahoma;TN;Coffee;35.35141;-86.19747;27939
37421;Chattanooga;TN;Hamilton;35.02915;-85.153;52985
37601;Johnson City;TN;Washington;36.32838;-82.31974;38008
37604;Johnson City;TN;Washington;36.29923;-82.38302;39097
37620;Bristol;TN;Sullivan;36.55124;-82.09867;38494
37643;Elizabethton;TN;Carter;36.37513;-82.13729;34120
37659;Jonesborough;TN;Washington;36.28074;-82.4938;29080
37660;Kingsport;TN;Sullivan;36.52938;-82.57339;40996
37664;Kingsport;TN;Sullivan;36.51163;-82.50729;28267
37716;Clinton;TN;Anderson;36.09919;-84.16822;27425
37801;Maryville;TN;Blount;35.67134;-84.08453;28090
37803;Maryville;TN;Blount;35.67115;-83.97761;33822
37804;Maryville;TN;Blount;35.79228;-83.89311;27382
37814;Morristown;TN;Hamblen;36.23604;-83.3317;35239
37830;Oak Ridge;TN;Anderson;35.96431;-84.29221;33038
38024;Dyersburg;TN;Dyer;36.03743;-89.38511;25952
38053;Millington;TN;Shelby;35.33583;-89.95;25303
38109;Memphis;TN;Shelby;35.0341;-90.13533;42452
38111;Memphis;TN;Shelby;35.11014;-89.94429;41934
38115;Memphis;TN;Shelby;35.05499;-89.86362;38491
38116;Memphis;TN;Shelby;35.03213;-90.01001;40061
38117;Memphis;TN;Shelby;35.11504;-89.90551;25776
38118;Memphis;TN;Shelby;35.03655;-89.93021;39107
38122;Memphis;TN;Shelby;35.1571;-89.92247;26021
38125;Memphis;TN;Shelby;35.02537;-89.78936;43071
38016;Cordova;TN;Shelby;35.17956;-89.76046;44136
38017;Collierville;TN;Shelby;35.06722;-89.65347;56826
38018;Cordova;TN;Shelby;35.13781;-89.76647;38527
38506;Cookeville;TN;Putnam;36.18334;-85.44246;30100
38583;Sparta;TN;White;35.94649;-85.43781;25584
38632;Hernando;MS;DeSoto;34.79973;-90.00629;31374
38127;Memphis;TN;Shelby;35.23795;-90.01753;39541
38128;Memphis;TN;Shelby;35.22623;-89.92612;42162
38134;Memphis;TN;Shelby;35.17674;-89.85992;43947
38135;Memphis;TN;Shelby;35.23876;-89.8497;30317
38138;Germantown;TN;Shelby;35.08477;-89.7993;25167
38301;Jackson;TN;Madison;35.5908;-88.8531;33536
38305;Jackson;TN;Madison;35.70108;-88.76779;53488
38401;Columbia;TN;Maury;35.62955;-87.02097;67482
38501;Cookeville;TN;Putnam;36.22682;-85.53841;42471
38637;Horn Lake;MS;DeSoto;34.95105;-90.05004;26647
38654;Olive Branch;MS;DeSoto;34.93635;-89.82409;57898
38655;Oxford;MS;Lafayette;34.33114;-89.4825;46156
38671;Southaven;MS;DeSoto;34.96376;-89.99567;37319
38801;Tupelo;MS;Lee;34.22256;-88.7762;29858
38834;Corinth;MS;Alcorn;34.91627;-88.56027;27308
39042;Brandon;MS;Rankin;32.2135;-89.88966;39142
39046;Canton;MS;Madison;32.62834;-89.99634;28442
39047;Brandon;MS;Rankin;32.43356;-89.95011;40808
39056;Clinton;MS;Hinds;32.37384;-90.35083;26836
39110;Madison;MS;Madison;32.50325;-90.13791;50443
39120;Natchez;MS;Adams;31.51148;-91.35206;29039
39180;Vicksburg;MS;Warren;32.223;-90.90225;28479
39208;Pearl;MS;Rankin;32.25827;-90.08908;34442
39209;Jackson;MS;Hinds;32.39498;-90.30168;25776
39212;Jackson;MS;Hinds;32.24081;-90.26174;25659
39401;Hattiesburg;MS;Forrest;31.23496;-89.26912;42531
39402;Hattiesburg;MS;Lamar;31.33446;-89.4132;44620
39452;Lucedale;MS;George;30.88002;-88.59097;29181
39466;Picayune;MS;Pearl River;30.53328;-89.63424;28025
39503;Gulfport;MS;Harrison;30.47432;-89.14752;55059
39532;Biloxi;MS;Harrison;30.50155;-88.97454;36662
39564;Ocean Springs;MS;Jackson;30.40518;-88.75471;43240
39759;Starkville;MS;Oktibbeha;33.43491;-88.82631;42783
40004;Bardstown;KY;Nelson;37.80279;-85.4695;30601
40031;La Grange;KY;Oldham;38.42617;-85.39368;26259
40065;Shelbyville;KY;Shelby;38.21225;-85.20734;32160
40165;Shepherdsville;KY;Bullitt;37.99407;-85.68918;38403
40207;Louisville;KY;Jefferson;38.26357;-85.65543;28903
40214;Louisville;KY;Jefferson;38.15141;-85.78285;45405
40216;Louisville;KY;Jefferson;38.18707;-85.83738;44047
40218;Louisville;KY;Jefferson;38.19036;-85.65698;33736
40219;Louisville;KY;Jefferson;38.13907;-85.68877;39909
40220;Louisville;KY;Jefferson;38.21535;-85.61794;35078
40229;Louisville;KY;Jefferson;38.09074;-85.65597;41299
40241;Louisville;KY;Jefferson;38.30339;-85.5774;30696
40245;Louisville;KY;Jefferson;38.26574;-85.45327;39835
40258;Louisville;KY;Jefferson;38.14514;-85.87253;26841
40272;Louisville;KY;Jefferson;38.08291;-85.85315;38289
40291;Louisville;KY;Jefferson;38.1275;-85.57823;41222
40299;Louisville;KY;Jefferson;38.16319;-85.51613;42207
40324;Georgetown;KY;Scott;38.24786;-84.54956;53406
40356;Nicholasville;KY;Jessamine;37.87307;-84.56554;45849
40391;Winchester;KY;Clark;37.96969;-84.14507;36796
40403;Berea;KY;Madison;37.57052;-84.26622;27607
40422;Danville;KY;Boyle;37.64235;-84.80488;25950
40475;Richmond;KY;Madison;37.7635;-84.30828;65961
40502;Lexington;KY;Fayette;38.01376;-84.48189;26122
40503;Lexington;KY;Fayette;38.0047;-84.53434;27451
40504;Lexington;KY;Fayette;38.04181;-84.54133;25816
40505;Lexington;KY;Fayette;38.06039;-84.45679;25594
40509;Lexington;KY;Fayette;37.99408;-84.36791;47036
40511;Lexington;KY;Fayette;38.13278;-84.47392;38176
40515;Lexington;KY;Fayette;37.92021;-84.4152;37384
40517;Lexington;KY;Fayette;37.98386;-84.48833;35656
40601;Frankfort;KY;Franklin;38.23294;-84.88327;51893
40701;Corbin;KY;Whitley;36.91759;-84.16651;30526
41005;Burlington;KY;Boone;39.00709;-84.76541;25718
41011;Covington;KY;Kenton;39.06802;-84.53065;26981
41017;Ft Mitchell;KY;Kenton;39.02893;-84.56177;40719
41018;Erlanger;KY;Kenton;39.01546;-84.60282;28940
41042;Florence;KY;Boone;38.98595;-84.64906;57634
41051;Independence;KY;Kenton;38.93233;-84.54451;33054
41091;Union;KY;Boone;38.92056;-84.7379;25244
42001;Paducah;KY;McCracken;37.03317;-88.7135;30856
42003;Paducah;KY;McCracken;37.00653;-88.58472;29672
42071;Murray;KY;Calloway;36.62139;-88.28291;30981
42101;Bowling Green;KY;Warren;37.06552;-86.47809;65421
42104;Bowling Green;KY;Warren;36.87718;-86.45233;42076
42141;Glasgow;KY;Barren;36.94883;-85.91489;31506
42240;Hopkinsville;KY;Christian;36.88388;-87.46024;41415
42301;Owensboro;KY;Daviess;37.73983;-87.24643;45445
42303;Owensboro;KY;Daviess;37.76138;-87.04889;42119
42420;Henderson;KY;Henderson;37.79875;-87.51517;38133
42431;Madisonville;KY;Hopkins;37.33319;-87.47512;27207
42503;Somerset;KY;Pulaski;37.15677;-84.52511;25321
42701;Elizabethtown;KY;Hardin;37.70502;-85.83881;53987
42718;Campbellsville;KY;Taylor;37.38994;-85.37561;26768
43004;Blacklick;OH;Franklin;40.01664;-82.80025;31477
43015;Delaware;OH;Delaware;40.29812;-83.06049;61401
43016;Dublin;OH;Franklin;40.09732;-83.15535;46362
43017;Dublin;OH;Franklin;40.1189;-83.13314;41613
43026;Hilliard;OH;Franklin;40.02197;-83.18472;65238
43035;Lewis Center;OH;Delaware;40.18622;-82.9969;36012
43040;Marysville;OH;Union;40.26115;-83.35812;38990
43050;Mount Vernon;OH;Knox;40.37188;-82.49536;31074
43054;New Albany;OH;Franklin;40.07998;-82.79253;27594
43055;Newark;OH;Licking;40.1168;-82.37672;63281
43062;Pataskala;OH;Licking;40.00556;-82.67964;32037
43065;Powell;OH;Delaware;40.17655;-83.09445;46679
43068;Reynoldsburg;OH;Franklin;39.95667;-82.78468;60148
43081;Westerville;OH;Franklin;40.11064;-82.89083;65020
43082;Westerville;OH;Delaware;40.15537;-82.88437;34563
43085;Columbus;OH;Franklin;40.09959;-83.01639;26601
43110;Canal Winchester;OH;Fairfield;39.82825;-82.80143;43544
43119;Galloway;OH;Franklin;39.93487;-83.20059;29660
43123;Grove City;OH;Franklin;39.86801;-83.12088;67626
43130;Lancaster;OH;Fairfield;39.70013;-82.60992;62933
43147;Pickerington;OH;Fairfield;39.8982;-82.74227;46963
43201;Columbus;OH;Franklin;39.99114;-83.00056;34322
43204;Columbus;OH;Franklin;39.96135;-83.08052;42962
43207;Columbus;OH;Franklin;39.89599;-82.96392;47272
43209;Columbus;OH;Franklin;39.95462;-82.92992;28193
43213;Columbus;OH;Franklin;39.97117;-82.86746;36273
43214;Columbus;OH;Franklin;40.0523;-83.01996;26776
43219;Columbus;OH;Franklin;40.00774;-82.92233;32338
43220;Columbus;OH;Franklin;40.04847;-83.07161;28792
43221;Columbus;OH;Franklin;40.02334;-83.07744;35293
43223;Columbus;OH;Franklin;39.92636;-83.03395;28187
43224;Columbus;OH;Franklin;40.04256;-82.9664;44319
43227;Columbus;OH;Franklin;39.94511;-82.88858;25358
43228;Columbus;OH;Franklin;39.96367;-83.12478;59077
43229;Columbus;OH;Franklin;40.08569;-82.97636;55020
43230;Columbus;OH;Franklin;40.03648;-82.87057;58076
43232;Columbus;OH;Franklin;39.92189;-82.87053;47364
43235;Columbus;OH;Franklin;40.10193;-83.05442;44589
43302;Marion;OH;Marion;40.59995;-83.12967;53702
43402;Bowling Green;OH;Wood;41.40957;-83.65389;31393
43420;Fremont;OH;Sandusky;41.35749;-83.11265;29520
43512;Defiance;OH;Defiance;41.30309;-84.35874;28022
43537;Maumee;OH;Lucas;41.57433;-83.68542;30111
43551;Perrysburg;OH;Wood;41.52095;-83.57503;43770
43560;Sylvania;OH;Lucas;41.70067;-83.73799;33286
43612;Toledo;OH;Lucas;41.70946;-83.54899;28480
43613;Toledo;OH;Lucas;41.70628;-83.60374;30780
43614;Toledo;OH;Lucas;41.60336;-83.62715;29075
43615;Toledo;OH;Lucas;41.65045;-83.67255;40146
43701;Zanesville;OH;Muskingum;39.95986;-81.99498;56402
44004;Ashtabula;OH;Ashtabula;41.85255;-80.78738;31114
44011;Avon;OH;Lorain;41.44855;-82.0187;25317
44012;Avon Lake;OH;Lorain;41.49443;-82.01594;25752
44035;Elyria;OH;Lorain;41.36539;-82.13025;62179
44039;North Ridgeville;OH;Lorain;41.38404;-82.02014;36780
44052;Lorain;OH;Lorain;41.45519;-82.16133;28282
44060;Mentor;OH;Lake;41.67742;-81.32806;60779
44070;North Olmsted;OH;Cuyahoga;41.41493;-81.91905;31924
44077;Painesville;OH;Lake;41.69933;-81.21142;57325
44094;Willoughby;OH;Lake;41.60985;-81.3791;36873
44095;Eastlake;OH;Lake;41.65223;-81.44209;32363
44102;Cleveland;OH;Cuyahoga;41.4749;-81.73751;39952
44105;Cleveland;OH;Cuyahoga;41.45069;-81.63032;32115
44106;Cleveland;OH;Cuyahoga;41.5062;-81.60679;25120
44107;Lakewood;OH;Cuyahoga;41.48263;-81.80025;50018
44109;Cleveland;OH;Cuyahoga;41.44457;-81.69681;39428
44111;Cleveland;OH;Cuyahoga;41.45775;-81.78986;42021
44118;Cleveland;OH;Cuyahoga;41.5016;-81.55653;40715
44120;Cleveland;OH;Cuyahoga;41.47337;-81.58015;33202
44121;Cleveland;OH;Cuyahoga;41.52626;-81.53246;32312
44122;Beachwood;OH;Cuyahoga;41.4701;-81.51272;36678
44124;Cleveland;OH;Cuyahoga;41.49999;-81.46774;39779
44125;Cleveland;OH;Cuyahoga;41.40658;-81.61548;29461
44128;Cleveland;OH;Cuyahoga;41.43766;-81.54036;27122
44129;Cleveland;OH;Cuyahoga;41.39035;-81.73536;28800
44130;Cleveland;OH;Cuyahoga;41.378;-81.7868;49679
44133;North Royalton;OH;Cuyahoga;41.31388;-81.74497;31018
44134;Cleveland;OH;Cuyahoga;41.38496;-81.70459;37774
44135;Cleveland;OH;Cuyahoga;41.42472;-81.82135;28022
44145;Westlake;OH;Cuyahoga;41.45245;-81.92944;34104
44146;Bedford;OH;Cuyahoga;41.38161;-81.53018;29349
44203;Barberton;OH;Summit;41.02013;-81.62896;38701
44212;Brunswick;OH;Medina;41.24386;-81.82863;45889
44221;Cuyahoga Falls;OH;Summit;41.13898;-81.47624;28546
44224;Stow;OH;Summit;41.17697;-81.44016;39200
44236;Hudson;OH;Summit;41.24669;-81.44775;25941
44240;Kent;OH;Portage;41.13329;-81.34241;37788
44256;Medina;OH;Medina;41.14092;-81.85954;64924
44266;Ravenna;OH;Portage;41.1662;-81.19829;32612
44281;Wadsworth;OH;Medina;41.05851;-81.73854;34704
44310;Akron;OH;Summit;41.10771;-81.49948;25496
44312;Akron;OH;Summit;41.01462;-81.4412;30280
44313;Akron;OH;Summit;41.13239;-81.56512;26631
44460;Salem;OH;Columbiana;40.90221;-80.87026;25082
44483;Warren;OH;Trumbull;41.26537;-80.81575;25805
44512;Youngstown;OH;Mahoning;41.0249;-80.66757;32536
44515;Youngstown;OH;Mahoning;41.1029;-80.76201;27690
44601;Alliance;OH;Stark;40.91978;-81.1278;32696
44646;Massillon;OH;Stark;40.81055;-81.49835;47741
44685;Uniontown;OH;Summit;40.9596;-81.42361;28794
44691;Wooster;OH;Wayne;40.80714;-81.97971;44344
44720;North Canton;OH;Stark;40.90112;-81.43259;39851
44805;Ashland;OH;Ashland;40.87335;-82.32096;30805
44870;Sandusky;OH;Erie;41.40623;-82.7171;39883
44883;Tiffin;OH;Seneca;41.12395;-83.17459;28102
44903;Mansfield;OH;Richland;40.77624;-82.52655;25642
45005;Franklin;OH;Warren;39.53478;-84.3018;32251
45011;Hamilton;OH;Butler;39.42892;-84.50173;75864
45013;Hamilton;OH;Butler;39.40649;-84.6501;53998
45014;Fairfield;OH;Butler;39.32822;-84.5521;45773
45036;Lebanon;OH;Warren;39.44487;-84.21832;42204
45039;Maineville;OH;Warren;39.32655;-84.23586;28335
45040;Mason;OH;Warren;39.35023;-84.30996;59518
45042;Middletown;OH;Butler;39.54867;-84.43755;27652
45044;Middletown;OH;Butler;39.45028;-84.37988;56217
45056;Oxford;OH;Butler;39.49029;-84.74115;27376
45066;Springboro;OH;Warren;39.54925;-84.22265;27545
45069;West Chester;OH;Butler;39.34213;-84.4105;56037
45102;Amelia;OH;Clermont;39.01718;-84.20602;25448
45103;Batavia;OH;Clermont;39.0946;-84.14006;36938
45140;Loveland;OH;Clermont;39.25603;-84.24433;57211
45150;Milford;OH;Clermont;39.16567;-84.23281;33527
45211;Cincinnati;OH;Hamilton;39.15746;-84.59888;38049
45215;Cincinnati;OH;Hamilton;39.23536;-84.46221;30586
45230;Cincinnati;OH;Hamilton;39.07445;-84.39082;27501
45231;Cincinnati;OH;Hamilton;39.24617;-84.5383;40463
45238;Cincinnati;OH;Hamilton;39.10927;-84.61053;48351
45239;Cincinnati;OH;Hamilton;39.20439;-84.57979;29607
45240;Cincinnati;OH;Hamilton;39.28434;-84.52605;29600
45244;Cincinnati;OH;Hamilton;39.12009;-84.32764;28511
45324;Fairborn;OH;Greene;39.81986;-84.00026;41194
45342;Miamisburg;OH;Montgomery;39.62943;-84.27545;36152
45356;Piqua;OH;Miami;40.16252;-84.23097;25237
45365;Sidney;OH;Shelby;40.2828;-84.15582;28965
45373;Troy;OH;Miami;40.03353;-84.19588;37565
45385;Xenia;OH;Greene;39.66813;-83.91457;40617
45417;Dayton;OH;Montgomery;39.73427;-84.2844;28186
45424;Dayton;OH;Montgomery;39.84695;-84.11032;50725
45429;Dayton;OH;Montgomery;39.68411;-84.16248;26347
45431;Dayton;OH;Greene;39.76488;-84.08012;27951
45458;Dayton;OH;Montgomery;39.60036;-84.1576;38712
45459;Dayton;OH;Montgomery;39.64658;-84.16693;28553
45503;Springfield;OH;Clark;39.96073;-83.7682;32638
45601;Chillicothe;OH;Ross;39.30996;-82.9555;55836
45662;Portsmouth;OH;Scioto;38.78938;-82.92114;26909
45701;Athens;OH;Athens;39.31205;-82.08079;33329
45750;Marietta;OH;Washington;39.4301;-81.42947;26420
45840;Findlay;OH;Hancock;41.02626;-83.64943;54559
46032;Carmel;IN;Hamilton;39.96535;-86.17104;51515
46033;Carmel;IN;Hamilton;39.97975;-86.08595;40881
46037;Fishers;IN;Hamilton;39.96077;-85.94446;48713
46038;Fishers;IN;Hamilton;39.96722;-86.01712;43754
46060;Noblesville;IN;Hamilton;40.06616;-85.93137;47610
46062;Noblesville;IN;Hamilton;40.06146;-86.05523;41060
46074;Westfield;IN;Hamilton;40.03651;-86.17289;48901
46077;Zionsville;IN;Boone;39.98281;-86.28346;36760
46112;Brownsburg;IN;Hendricks;39.86561;-86.38215;44220
46123;Avon;IN;Hendricks;39.76502;-86.40015;43353
46131;Franklin;IN;Johnson;39.47196;-86.04233;34647
46140;Greenfield;IN;Hancock;39.80358;-85.77049;43511
46142;Greenwood;IN;Johnson;39.62029;-86.1764;34348
46143;Greenwood;IN;Johnson;39.59484;-86.11323;61803
46151;Martinsville;IN;Morgan;39.44783;-86.4275;32446
46168;Plainfield;IN;Hendricks;39.68985;-86.39262;38826
46176;Shelbyville;IN;Shelby;39.52684;-85.77297;28782
46201;Indianapolis;IN;Marion;39.77369;-86.10949;30335
46203;Indianapolis;IN;Marion;39.7368;-86.09586;37758
46205;Indianapolis;IN;Marion;39.82813;-86.13499;28259
46217;Indianapolis;IN;Marion;39.67254;-86.19338;36917
46218;Indianapolis;IN;Marion;39.80713;-86.09958;29360
46219;Indianapolis;IN;Marion;39.78314;-86.04444;38855
46220;Indianapolis;IN;Marion;39.8676;-86.10818;36952
46221;Indianapolis;IN;Marion;39.69288;-86.23664;27027
46222;Indianapolis;IN;Marion;39.79088;-86.21477;38887
46224;Indianapolis;IN;Marion;39.79537;-86.25624;40228
46226;Indianapolis;IN;Marion;39.83968;-86.05117;47099
46227;Indianapolis;IN;Marion;39.67607;-86.13145;57587
46229;Indianapolis;IN;Marion;39.78852;-85.978;28457
46234;Indianapolis;IN;Marion;39.81077;-86.32665;28300
46235;Indianapolis;IN;Marion;39.83784;-85.97651;36317
46236;Indianapolis;IN;Marion;39.89132;-85.96766;26416
46237;Indianapolis;IN;Marion;39.67247;-86.0759;43473
46239;Indianapolis;IN;Marion;39.72311;-86.0004;33931
46241;Indianapolis;IN;Marion;39.72389;-86.26842;32565
46254;Indianapolis;IN;Marion;39.84796;-86.26936;40674
46260;Indianapolis;IN;Marion;39.89744;-86.17927;35707
46268;Indianapolis;IN;Marion;39.89769;-86.23253;25913
46304;Chesterton;IN;Porter;41.61311;-87.04905;28307
46307;Crown Point;IN;Lake;41.40215;-87.32693;71673
46312;East Chicago;IN;Lake;41.64705;-87.45446;26022
46342;Hobart;IN;Lake;41.51761;-87.24468;32224
46350;La Porte;IN;LaPorte;41.60697;-86.72157;44763
46360;Michigan City;IN;LaPorte;41.68739;-86.86464;43817
46368;Portage;IN;Porter;41.5848;-87.17937;40301
46383;Valparaiso;IN;Porter;41.45838;-87.00156;42183
46385;Valparaiso;IN;Porter;41.46395;-87.12396;40856
46410;Merrillville;IN;Lake;41.48083;-87.33293;39243
46514;Elkhart;IN;Elkhart;41.72328;-85.97547;42389
46516;Elkhart;IN;Elkhart;41.6756;-85.94584;31871
46517;Elkhart;IN;Elkhart;41.62429;-85.99675;25433
46526;Goshen;IN;Elkhart;41.55307;-85.88448;33668
46528;Goshen;IN;Elkhart;41.60698;-85.786;26248
46530;Granger;IN;St. Joseph;41.74031;-86.12749;31598
46544;Mishawaka;IN;St. Joseph;41.61778;-86.13715;31077
46545;Mishawaka;IN;St. Joseph;41.69376;-86.14602;26606
46614;South Bend;IN;St. Joseph;41.60359;-86.28064;29602
46628;South Bend;IN;St. Joseph;41.72103;-86.33465;27685
46750;Huntington;IN;Huntington;40.87677;-85.49674;27271
46804;Fort Wayne;IN;Allen;41.05421;-85.23913;29661
46806;Fort Wayne;IN;Allen;41.04649;-85.09224;26425
46815;Fort Wayne;IN;Allen;41.1034;-85.05913;27238
46825;Fort Wayne;IN;Allen;41.15397;-85.12425;29296
46835;Fort Wayne;IN;Allen;41.15086;-85.04536;38166
46845;Fort Wayne;IN;Allen;41.2051;-85.10789;29583
46901;Kokomo;IN;Howard;40.52487;-86.15639;38082
46902;Kokomo;IN;Howard;40.43743;-86.09111;37017
46947;Logansport;IN;Cass;40.76044;-86.37303;28687
47130;Jeffersonville;IN;Clark;38.33528;-85.69689;50514
47150;New Albany;IN;Floyd;38.28831;-85.84775;49144
47201;Columbus;IN;Bartholomew;39.15074;-85.99432;47900
47203;Columbus;IN;Bartholomew;39.23189;-85.83281;26200
47274;Seymour;IN;Jackson;38.96261;-85.92877;33068
47302;Muncie;IN;Delaware;40.12992;-85.37553;25473
47304;Muncie;IN;Delaware;40.23398;-85.45973;31237
47362;New Castle;IN;Henry;39.93186;-85.36998;29337
47374;Richmond;IN;Wayne;39.83376;-84.88997;44615
47401;Bloomington;IN;Monroe;39.08613;-86.45138;40607
47403;Bloomington;IN;Monroe;39.08635;-86.61082;34396
47421;Bedford;IN;Lawrence;38.86415;-86.45122;27599
47591;Vincennes;IN;Knox;38.62136;-87.50594;25168
47630;Newburgh;IN;Warrick;37.95615;-87.35569;39818
47711;Evansville;IN;Vanderburgh;38.0157;-87.53606;30944
47712;Evansville;IN;Vanderburgh;37.92869;-87.65951;25444
47714;Evansville;IN;Vanderburgh;37.95768;-87.52102;32132
47715;Evansville;IN;Vanderburgh;37.97229;-87.48097;29280
47802;Terre Haute;IN;Vigo;39.35153;-87.4106;33135
47905;Lafayette;IN;Tippecanoe;40.4218;-86.76418;42219
47906;West Lafayette;IN;Tippecanoe;40.48541;-86.98584;75198
47909;Lafayette;IN;Tippecanoe;40.32357;-86.89933;43561
47933;Crawfordsville;IN;Montgomery;40.03728;-86.90234;28357
48021;Eastpointe;MI;Macomb;42.46567;-82.94598;33982
48035;Clinton Township;MI;Macomb;42.55615;-82.90948;33569
48038;Clinton Township;MI;Macomb;42.6054;-82.94152;44422
48042;Macomb;MI;Macomb;42.68673;-82.90857;33875
48044;Macomb;MI;Macomb;42.64988;-82.9296;58754
48047;New Baltimore;MI;Macomb;42.67754;-82.77744;40302
48060;Port Huron;MI;St. Clair;42.97835;-82.46297;39342
48066;Roseville;MI;Macomb;42.50735;-82.93697;47123
48071;Madison Heights;MI;Oakland;42.50726;-83.10337;28419
48073;Royal Oak;MI;Oakland;42.51919;-83.16437;33106
48076;Southfield;MI;Oakland;42.49754;-83.23067;25405
48085;Troy;MI;Oakland;42.6006;-83.11982;27231
48089;Warren;MI;Macomb;42.4702;-82.99549;31853
48091;Warren;MI;Macomb;42.4681;-83.05819;30696
48092;Warren;MI;Macomb;42.51308;-83.05968;27374
